budget,homepage,id,keywords,original_language,original_title,overview,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,director,spokenlang,prodcountries,prodcomp
200000000,http://www.robinhoodthemovie.com/,20662,robin hood archer knight sherwood forest bow and arrow,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,12/05/2010,310669540,140,Released,Robin Hood,6.2,1398,Ridley Scott,English,United Kingdom,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media']"
200000000,http://www.robinhoodthemovie.com/,20662,robin hood archer knight sherwood forest bow and arrow,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,12/05/2010,310669540,140,Released,Robin Hood,6.2,1398,Ridley Scott,English, United States of America,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media']"
200000000,http://www.robinhoodthemovie.com/,20662,robin hood archer knight sherwood forest bow and arrow,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,12/05/2010,310669540,140,Released,Robin Hood,6.2,1398,Ridley Scott, ภาษาไทย,United Kingdom,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media']"
200000000,http://www.robinhoodthemovie.com/,20662,robin hood archer knight sherwood forest bow and arrow,en,Robin Hood,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",37.668301,12/05/2010,310669540,140,Released,Robin Hood,6.2,1398,Ridley Scott, ภาษาไทย, United States of America,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions', 'Relativity Media']"
100000000,http://www.cloudywithachanceofmeatballs.com/,22794,weather food science,en,Cloudy with a Chance of Meatballs,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",46.781182,17/09/2009,242988466,90,Released,Cloudy with a Chance of Meatballs,6.5,1747,Phil Lord,English,United States of America,"['Columbia Pictures', 'Sony Pictures Animation']"
29000000,http://www.theblindsidemovie.com/,22881,american football adoption education private school sport,en,The Blind Side,"Oversized African-American, Michael Oher, the teen from across the tracks and a broken home, has nowhere to sleep at age 16. Taken in by an affluent Memphis couple, Michael embarks on a remarkable rise to play for the NFL.",25.767395,20/11/2009,309208309,129,Released,The Blind Side,7.2,1597,John Lee Hancock,English,United States of America,"['Alcon Entertainment', 'Left Tackle Pictures', 'Zucker/Netter Productions']"
85000000,http://itscomplicatedmovie.com/,22897,graduation ex husband woman director,en,It's Complicated,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.",16.479851,23/12/2009,219103655,121,Released,It's Complicated,6.2,360,Nancy Meyers,English,United States of America,"['Universal Pictures', 'Scott Rudin Productions', 'Waverly Films', 'Dentsu', 'Relativity Media']"
85000000,http://itscomplicatedmovie.com/,22897,graduation ex husband woman director,en,It's Complicated,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life – just when she thought she had it all figured out.",16.479851,23/12/2009,219103655,121,Released,It's Complicated,6.2,360,Nancy Meyers, Français,United States of America,"['Universal Pictures', 'Scott Rudin Productions', 'Waverly Films', 'Dentsu', 'Relativity Media']"
75000000,http://www.munkyourself.com/,23398,chipmunk cgi based on tv series aftercreditsstinger duringcreditsstinger,en,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",29.412262,21/12/2009,443140005,88,Released,Alvin and the Chipmunks: The Squeakquel,5.4,666,Betty Thomas,English,United States of America,"['Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']"
75000000,http://www.munkyourself.com/,23398,chipmunk cgi based on tv series aftercreditsstinger duringcreditsstinger,en,Alvin and the Chipmunks: The Squeakquel,"Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",29.412262,21/12/2009,443140005,88,Released,Alvin and the Chipmunks: The Squeakquel,5.4,666,Betty Thomas, Français,United States of America,"['Regency Enterprises', 'Fox 2000 Pictures', 'Bagdasarian Productions']"
68000000,http://eclipsethemovie.com,24021,vampire graduation bite immortality werewolf,en,The Twilight Saga: Eclipse,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",107.069763,23/06/2010,698491347,124,Released,The Twilight Saga: Eclipse,5.8,2301,David Slade,English,United States of America,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']"
220000000,http://marvel.com/avengers_movie/,24428,new york shield marvel comic superhero based on comic book,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",144.448633,25/04/2012,1519557910,143,Released,The Avengers,7.4,11776,Joss Whedon,English,United States of America,"['Paramount Pictures', 'Marvel Studios']"
160000000,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752,Christopher Nolan,English,United Kingdom,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']"
160000000,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752,Christopher Nolan,English, United States of America,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']"
160000000,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752,Christopher Nolan, 日本語,United Kingdom,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']"
160000000,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752,Christopher Nolan, 日本語, United States of America,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']"
160000000,http://inceptionmovie.warnerbros.com/,27205,loss of lover dream kidnapping sleep subconsciousness,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",167.58371,14/07/2010,825532764,148,Released,Inception,8.1,13752,Christopher Nolan, Français,United Kingdom,"['Legendary Pictures', 'Warner Bros.', 'Syncopy']"
